statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,profile_use_background_image,verified,tweet_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,name_length,num_digits_in_name,description_length,screen_name_likelihood,is_bot
6252,790,3218,12898,42,False,False,False,0.12179252018211345,0.01538964986306296,0.06268847248017292,0.25126038472631146,0.0008181839167704358,0.24549409571162212,10,0,22,0,151,0.0017896859771046874,0
14885,16039,10960,10835,18,False,False,False,1.1893625100400875,1.2815710647318082,0.875741559290518,0.8657536309226973,0.0014382616849661792,1.463412408759124,9,4,15,4,143,0.0004368404482319673,1
7376,7618,7800,3116,118,False,True,False,0.1531313714991086,0.15815547560740364,0.16193393406901396,0.06469053058449327,0.0024497697718132883,0.9766666666666667,15,0,17,0,122,0.001210989922524385,0
48933,388,674,1728,6,False,True,False,0.6687934260256356,0.005303003071504846,0.009211917706686253,0.023617498215361788,8.200520213667288e-05,0.5756676557863502,10,0,7,0,103,0.003981328818383073,1
62922,19677,13611,5946,612,False,True,False,0.756633967562541,0.23661496105858235,0.16367160822119045,0.07150035871597961,0.007359270019202745,1.4456689442362796,10,0,14,0,142,0.0033933840065121495,0
232,27,203,311,0,False,False,False,0.0072561125819923565,0.0008444613780766967,0.0063490985092433125,0.009726944021550098,0.0,0.1330049261083744,9,0,5,0,107,0.0027329306751921567,0
32104,260,365,8,59,True,True,False,1.220727125781239,0.009886277495113449,0.013878812637370803,0.00030419315369579846,0.0022434245085065133,0.7123287671232876,10,0,11,0,40,0.0019982047609371566,1
395,239,613,45,17,False,True,False,0.006502575767663023,0.003934469894864462,0.010091339102727678,0.0007407997709995849,0.00027985769126650985,0.3898858075040783,7,0,17,0,109,0.0020272249368090485,0
63145,23025,24595,13178,577,False,True,False,1.0276320977636781,0.3747126304696918,0.40026306824764685,0.21446093569292501,0.009390192737503243,0.9361658873754828,11,0,11,0,130,0.0012642333184015608,0
345,50,68,840,4,False,False,False,0.018972207686282907,0.002749595316852595,0.003739449630919529,0.046193201323123594,0.0002199676253482076,0.7352941176470589,13,0,13,0,39,0.001716356149906127,1
