statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,profile_use_background_image,verified,tweet_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,name_length,num_digits_in_name,description_length,screen_name_likelihood,is_bot
3792,23,8,2,1,False,False,False,0.3428798172231954,0.0020797035327356,0.000723375141821,0.0001808437854552,9.042189272763592e-05,2.875,11,0,27,0,80,0.0013530217085647,1
407226,322,8,34,21,False,True,False,9.232839813233095,0.0073005515852648,0.000181380163609,0.0007708656953385,0.0004761229294737,40.25,13,0,14,0,160,0.0032480884019058,1
15668,171,86,1933,32,True,True,False,0.4069484781703491,0.0044414213535313,0.0022336972889105,0.0502062425519073,0.000831143177269,1.988372093023256,13,0,13,0,156,0.0014414579327664,1
5087,3374,9,15,146,True,True,False,0.166329285810573,0.1103194437438319,0.0002942723751317,0.0004904539585528,0.0047737518632482,374.8888888888889,9,0,9,0,135,0.0026788868420344,1
2813,7,2,1,4,False,False,False,0.1330278899063768,0.0003310327868271,9.458079623631486e-05,4.729039811815743e-05,0.0001891615924726,3.5,13,0,13,0,52,0.0027852556398376,1
17685,3968,15,0,110,False,False,False,0.6779778408396063,0.1521185226152987,0.0005750448183542,0.0,0.0042169953345974,264.53333333333336,9,0,14,0,150,0.0002387845157755,1
3046,277,25,5,6,False,False,False,0.3326860594784035,0.030254116374103,0.0027305159182403,0.000546103183648,0.0006553238203776,11.08,15,0,21,0,79,0.0010305055470577,1
1961,55,1,0,10,True,True,False,0.2565695334836397,0.0071959838559919,0.0001308360701089,0.0,0.0013083607010894,55.0,14,0,14,0,92,0.0012996305658966,1
9166,177,0,52,36,True,True,False,0.3314562571278323,0.0064005844983227,0.0,0.0018803977057219,0.001301813796269,177.0,15,0,16,0,64,0.0026246700641041,1
10279,106,1,229,20,True,True,False,0.3105196238493679,0.0032021675384797,3.0209127721506756e-05,0.006917890248225,0.0006041825544301,106.0,13,0,14,0,154,0.0036612958709497,1
1246,15,1,0,14,True,True,False,0.0384255920610958,0.0004625873843631,3.083915895754083e-05,0.0,0.0004317482254055,15.0,10,0,11,0,96,0.0012558723064822,1
1951,13,7,7,2,False,False,False,0.3318461144201018,0.002211173494342,0.0011906318815687,0.0011906318815687,0.000340180537591,1.8571428571428568,10,0,6,0,140,0.0017757901347876,1
23227,101,81,20,4,False,True,False,0.7542670193216089,0.0032798453933561,0.002630371058038,0.000649474335318,0.0001298948670636,1.2469135802469136,14,0,13,0,154,0.0027642031746031,1
445,22,1,0,1,False,False,False,0.1856398857376074,0.0091777022162412,0.0004171682825564,0.0,0.0004171682825564,22.0,11,0,24,0,94,0.0007530888807012,1
2513,19,0,0,4,True,True,False,0.1756815203267643,0.0013282725372895,0.0,0.0,0.0002796363236398,19.0,14,0,17,0,95,0.0021012833557617,1
19812,3274,9,35,29,False,False,False,1.0015163754833218,0.1655039679654954,0.0004549589834115,0.0017692849354894,0.0014659789465483,363.77777777777777,10,0,10,0,56,0.0012723240686688,1
2505,8,24,2,1,False,False,False,0.4132859944122524,0.0013198754312566,0.00395962629377,0.0003299688578141,0.000164984428907,0.3333333333333333,14,0,18,0,116,0.0008420708736627,1
3267,436,1,5,5,False,False,False,0.5056930019702387,0.0674876488702246,0.0001547881854821,0.0007739409274108,0.0007739409274108,436.0,14,0,21,0,156,0.0020713155493866,1
8462,36,3,2,2,False,False,False,0.2905283977126925,0.0012359988557855,0.0001029999046487,6.866660309919465e-05,6.866660309919465e-05,12.0,7,0,7,0,66,0.0014902524857297,1
9421,56,2,1,4,True,True,False,0.6698046371542976,0.0039814308120837,0.0001421939575744,7.109697878720917e-05,0.0002843879151488,28.0,13,0,16,0,90,0.0003068591693771,1
39977,9109,7,478,46,False,False,False,2.594930422074402,0.5912705109106668,0.0004543740889641,0.0310272592178393,0.002985886870336,1301.2857142857142,14,0,14,0,47,0.0020965700812819,1
4003,31,2,0,12,False,False,False,0.3505572334284301,0.0027147824722161,0.000175147256272,0.0,0.001050883537632,15.5,10,0,9,0,0,0.000689133975322,1
6400,14,1,0,0,True,True,False,0.9831200338357146,0.0021505750740156,0.0001536125052868,0.0,0.0,14.0,13,0,14,0,59,0.0019725764393788,1
345,14,8,4,4,False,False,False,0.0753287079161495,0.0030568171328292,0.001746752647331,0.0008733763236655,0.0008733763236655,1.75,12,0,19,0,152,0.0013118139316341,1
3690,257,4,111,15,False,False,False,0.1939775830603424,0.0135100918283219,0.0002102738027754,0.0058350980270184,0.0007885267604078,64.25,9,0,4,0,110,0.0021195206515477,1
3444,240,227,1,18,False,False,False,0.0962740422161954,0.0067089924889334,0.0063455887291162,2.7954135370556172e-05,0.00050317443667,1.0572687224669604,14,0,16,0,137,0.0027161016511003,1
581,1760,0,0,36,False,False,False,0.2445801170022822,0.74089673997249,0.0,0.0,0.0151547060448918,1760.0,15,0,36,0,139,0.0006146994823814,1
2543,1,2,3,2,False,False,False,0.3320138200553131,0.0001305598977803,0.0002611197955606,0.0003916796933409,0.0002611197955606,0.5,10,0,12,0,84,0.0010897210588539,1
9882,115,0,0,14,False,False,False,0.3336863713731626,0.0038832152102725,0.0,0.0,0.0004727392429897,115.0,9,0,8,0,87,0.0013495178123176,1
8460,25,0,0,2,False,False,False,0.49589655209751,0.0014654153430777,0.0,0.0,0.0001172332274462,25.0,13,0,14,0,53,0.0015028696850658,1
215353,26,3,0,5,True,True,False,5.838354610329863,0.0007048762722997,8.133187757305257e-05,0.0,0.0001355531292884,8.666666666666666,9,0,13,0,0,0.0023483702401518,1
754,419,3,1,7,True,True,False,0.034954319286459,0.0194242172162152,0.0001390755409275,4.6358513642518606e-05,0.0003245095954976,139.66666666666666,9,0,15,0,70,0.0011139499028751,1
5624,9,0,1,4,True,True,False,0.3454653029309625,0.0005528427678482,0.0,6.142697420536318e-05,0.0002457078968214,9.0,15,0,12,0,108,0.002081293482953,1
1076,141,24,6,5,False,False,False,0.2139442660164092,0.0280354474984328,0.004771991063563,0.0011929977658907,0.0009941648049089,5.875,12,0,21,0,138,0.0025645534954682,1
30813,53,10,12,5,True,True,False,0.9961695712542268,0.0017134646829738,0.0003232952232026,0.0003879542678431,0.0001616476116013,5.3,12,0,12,0,22,0.0019744981832015,1
8537,89,2,22,5,False,False,False,0.4989788316025511,0.005201958066373,0.0001168979340757,0.0012858772748337,0.0002922448351894,44.5,12,0,12,0,122,0.001439549779689,1
6685,5,0,0,3,True,True,False,0.3319848901490195,0.0002483058265886,0.0,0.0,0.0001489834959531,5.0,15,0,15,0,27,0.0017396642309746,1
33101,11553,0,0,327,False,False,False,0.9503515795855846,0.3316942629815491,0.0,0.0,0.0093883860464785,11553.0,15,0,15,0,71,0.0030282787314903,1
7415,121,264,136,7,False,False,False,0.3686091233312631,0.006015064588413,0.0131237772838103,0.0067607337522659,0.0003479789431313,0.4583333333333333,7,0,32,0,119,0.0011883760292672,1
241,63,0,9,2,True,True,False,0.0298302871209832,0.0077979588739499,0.0,0.0011139941248499,0.0002475542499666,63.0,9,0,14,0,160,0.0018748620959639,1
3540,2060,8,0,12,True,True,False,0.1755079145889025,0.1021317243087964,0.0003966280555681,0.0,0.0005949420833522,257.5,12,0,12,0,160,0.0010595805780603,1
20463,80,5,813,2,False,False,False,0.8321373827565263,0.0032532370923384,0.0002033273182711,0.0330610219508896,8.133092730846174e-05,16.0,11,1,16,1,112,0.0004614470338855,1
3073,11,0,1,2,False,False,False,0.0660157872541063,0.0002363077317914,0.0,2.1482521071951302e-05,4.296504214390261e-05,11.0,11,1,16,1,77,0.0003607487036998,1
21498,11,1,0,5,True,True,False,0.9949617341199491,0.0005090975474611,4.6281595223739376e-05,0.0,0.0002314079761186,11.0,12,0,20,0,159,0.0020200229836865,1
18069,9,3,0,2,False,False,False,0.994246784357914,0.0004952250295656,0.0001650750098552,0.0,0.0001100500065701,3.0,12,0,13,0,137,0.001824554651494,1
11681,3177,1,0,178,False,False,False,0.3281542752419306,0.0892514452909522,2.8092995055383158e-05,0.0,0.0050005531198582,3177.0,14,0,14,0,80,0.002952128781508,1
17828,13,2,0,3,True,True,False,1.969755272773945,0.0014363259224849,0.0002209732188438,0.0,0.0003314598282657,6.5,9,0,9,0,110,0.0009981341597783,1
13773,338,1,0,31,False,True,False,0.2824897721032787,0.0069325160074717,2.051040238896963e-05,0.0,0.000635822474058,338.0,7,0,19,0,94,0.0016535376734078,1
14006,39,15,15,3,False,False,False,0.8849992749274112,0.0024642989948714,0.0009478073057197,0.0009478073057197,0.0001895614611439,2.6,12,0,29,0,159,0.0017740829355034,1
44386,43,0,1,7,False,False,False,1.643352003836191,0.0015920365918297,0.0,3.702410678673886e-05,0.0002591687475071,43.0,15,0,16,0,99,0.0022766422672476,1
38659,30,4,6,10,False,False,False,1.8691527029923651,0.0014504922809635,0.0001933989707951,0.0002900984561927,0.0004834974269878,7.5,10,1,15,1,114,0.0010034695600499,1
44123,17861,0,0,360,True,True,False,1.7847915718962306,0.7224840166271236,0.0,0.0,0.0145621323546142,17861.0,8,0,19,0,117,0.0008878062177557,1
657,1127,0,0,38,False,False,False,0.0759204390263412,0.1302318642050024,0.0,0.0,0.0043911365038066,1127.0,13,0,33,0,14,0.00227925083042,1
19777,595,9,7,7,True,True,False,0.9949419744349108,0.0299332798093124,0.0004527722996366,0.0003521562330507,0.0003521562330507,66.11111111111111,14,0,18,0,76,0.0029755584164014,1
321,161,0,0,3,False,False,False,0.039244907068257,0.0196835826728641,0.0,0.0,0.0003667748324136,161.0,13,0,13,0,134,0.0041058632078522,1
