54619276	human
948891169	human
26042984	human
8283682	human
311062620	human
138737516	human
34875946	human
110535179	human
221922759	human
262940385	human
48814927	human
29247540	human
319785911	human
426353995	human
355418225	human
61603529	human
351076863	human
17680365	human
34371118	human
34051652	human
439928778	human
23645988	human
1158306108	human
16016705	human
54322823	human
1647573157	human
18771176	human
229219088	human
853669477	human
90472293	human
351130417	human
26554371	human
21826264	human
2294692417	human
25613591	human
19414861	human
15607337	human
588694711	human
66483027	human
37718165	human
32137995	human
1684237219	human
312195939	human
7618952	human
69436408	human
149013351	human
163489608	human
576348125	human
153559294	human
17468528	human
188105676	human
3146156240	human
17499936	human
427652956	human
859787192448712704	human
172511244	human
870447381006868480	human
349817494	human
101017453	human
48988950	human
2965787734	human
14745059	human
17721177	human
21636761	human
1671848557	human
35727881	human
16397938	human
436079352	human
41116847	human
61915131	human
596377986	human
255304260	human
27337548	human
18444665	human
2159329092	human
284867973	human
221858588	human
2305639040	human
22095916	human
127537612	human
3294572733	human
130945778	human
469357880	human
488717668	human
119440018	human
174145542	human
24767630	human
121631678	human
21187354	human
43652285	human
613088225	human
25284667	human
14816238	human
103073080	human
20550560	human
172788180	human
17028405	human
47423414	human
125215990	human
1686873912	human
1952721812	human
39916070	human
109685703	human
70600365	human
9083222	human
2975496784	human
20771519	human
248491362	human
14573745	human
1079997618	human
1039015705	human
58065825	human
64526215	human
34859699	human
981566796011622401	human
45004823	human
34396691	human
15940833	human
20136892	human
16734909	human
128558424	human
17312175	human
92996555	human
419083835	human
28602948	human
863733457	human
307690179	human
194636292	human
17503591	human
81062326	human
1157734974	human
17464261	human
30887511	human
25217702	human
139847909	human
19360351	human
15729207	human
242836537	human
168502762	human
1007427595	human
76918775	human
18699026	human
223868478	human
31516515	human
299790272	human
342716046	human
17310646	human
177641630	human
21865402	human
21822169	human
41098406	human
240678841	human
68271578	human
180841517	human
278069320	human
1037039454	human
27139045	human
219520823	human
44785664	human
61802282	human
16254381	human
223179929	human
107078762	human
1106501	human
3793960033	human
960706196	human
322132469	human
15146659	human
588587397	human
151117498	human
42432103	human
16534576	human
5780882	human
359997427	human
624936294	human
111220552	human
728020310964895744	human
17793087	human
16264842	human
34828272	human
21322255	human
18202632	human
15685406	human
104340042	human
15019344	human
720265901115711489	human
18958504	human
46034836	human
1561900206	human
309512562	human
15792514	human
2156167098	human
69475887	human
444205853	human
26380564	human
7740622	human
25527618	human
257126765	human
257087249	human
73990210	human
91271818	human
16374713	human
15145111	human
570436252	human
33903787	human
573008688	human
240641671	human
15335123	human
2616215901	human
10089542	human
45143254	human
22416023	human
68219213	human
15566123	human
2357677057	human
139805236	human
33234730	human
24776235	human
835857204	human
10717092	human
21684595	human
47753447	human
15525272	human
18450562	human
255370956	human
19416422	human
3847188633	human
242385901	human
1565041	human
222436278	human
811239440916054016	human
1143081932	human
107560072	human
2581857086	human
109579534	human
8720562	human
34233655	human
16223529	human
87766795	human
93943974	human
5990782	human
251918778	human
19865053	human
37531173	human
20253808	human
58544943	human
22382110	human
6351572	human
292633122	human
15661871	human
17877451	human
20121682	human
24889586	human
114557557	human
258481206	human
144995994	human
66652131	human
471514127	human
16458033	human
26534759	human
595299864	human
21246105	human
384471964	human
16463397	human
29738618	human
759948366	human
14538033	human
55851119	human
25180501	human
17449843	human
48737907	human
974708869	human
167704836	human
190905427	human
15300300	human
207799847	human
14792516	human
4019522178	human
191324405	human
52661430	human
149784821	human
171644812	human
17447246	human
423036151	human
15518537	human
21719375	human
573570993	human
227838448	human
15013405	human
3188558830	human
918169628	human
66933315	human
31464977	human
157793204	human
756123897783808000	human
93654953	human
2856781575	human
52173465	human
454645641	human
62347129	human
4348671	human
586	human
7654892	human
89979225	human
284626595	human
179588796	human
357837002	human
364534328	human
1289327088	human
23200391	human
42946380	human
618674871	human
26744624	human
426796052	human
14137737	human
196168350	human
860340144146141184	human
49586895	human
33916007	human
2153560873	human
2903979971	human
14600977	human
781725127	human
34367582	human
858498920	human
1485304172	human
111556423	human
34764540	human
19879256	human
18862246	human
758179242	human
18532867	human
58038523	human
14173930	human
16668573	human
112447717	human
45919773	human
18813143	human
704881669	human
255710216	human
1483464164	human
96205284	human
45192838	human
423154166	human
24630350	human
24062457	human
197224469	human
128534762	human
76743356	human
22549433	human
24848784	human
270090222	human
742846011932975104	human
259581901	human
21714938	human
1142711	human
17079694	human
344792152	human
112780173	human
16713013	human
1113202375	human
470368043	human
156342363	human
14458643	human
1934388686	human
125152418	human
15589386	human
225099584	human
1948293908	human
14066024	human
1119834276	human
35761681	human
2444454050	human
17793165	human
34400375	human
466721952	human
587579290	human
16299627	human
884578187392544769	human
720680905	human
192824559	human
461177967	human
18713314	human
19160434	human
769662515957501952	human
186655721	human
2243057712	human
22651270	human
3320478908	human
78385842	human
18025035	human
30188594	human
6819732	human
49272248	human
76235237	human
123585060	human
153086554	human
9594052	human
179810978	human
134918286	human
14266598	human
219104648	human
16745361	human
17159397	human
46015498	human
7370332	human
37932056	human
254873869	human
171480365	human
18351153	human
50863281	human
412518234	human
3039781324	human
1286710945	human
544716371	human
821782476515409920	human
36391088	human
531416329	human
781051028	human
117214547	human
18339274	human
14688144	human
140144781	human
221800898	human
147662527	human
1296774144	human
227373977	human
92242395	human
129774151	human
1132012321	human
78492615	human
188668717	human
14326420	human
302971361	human
27827813	human
241137695	human
24647812	human
2216623610	human
206921267	human
26149716	human
22505100	human
35916009	human
77968947	human
1130070541	human
15854702	human
321091935	human
245511321	human
325141447	human
89831415	human
188006317	human
41404784	human
18004009	human
31058145	human
26189696	human
652193	human
21771720	human
1010155094	human
376949684	human
84769987	human
1382791	human
16213403	human
25069385	human
5360012	human
23037867	human
19750789	human
44498699	human
962213876	human
90435637	human
76462131	human
21269694	human
33198720	human
169635024	human
180152984	human
40713876	human
237391563	human
41444712	human
22474812	human
27459374	human
15229557	human
194364678	human
18169582	human
162705721	human
15365401	human
40933275	human
77524749	human
257599952	human
18391051	human
115793956	human
49773236	human
547097112	human
23397958	human
845601138	human
8539242	human
19799261	human
17807970	human
8940342	human
15099295	human
19867571	human
898218643888197632	human
63077245	human
388627030	human
234186830	human
20243744	human
20280088	human
175330919	human
517995029	human
17758878	human
191049947	human
19049066	human
20330929	human
2590835076	human
21918787	human
21122578	human
375721095	human
71546514	human
11783502	human
2053051	human
41643124	human
398786662	human
43194865	human
12133382	human
192248791	human
1004804740105035777	human
283830242	human
114505454	human
705091592	human
163950604	human
129426727	human
27987687	human
107773039	human
16060054	human
14787085	human
14266196	human
12522	human
23497646	human
23318036	human
15975951	human
234857514	human
23530242	human
14677751	human
149099047	human
19123229	human
7857542	human
56746540	human
626533732	human
84816227	human
25141843	human
85485674	human
1639200440	human
240028072	human
3333055535	human
378631423	human
1073676020	human
2187251150	human
43170475	human
20215316	human
15461608	human
18179659	human
368050288	human
4899991	human
138141150	human
235747629	human
2554854913	human
889884434937200640	human
42472602	human
47475039	human
1072728805	human
39578447	human
15816595	human
33051317	human
1797991	human
185684899	human
394417223	human
255706796	human
38184280	human
53082555	human
20284575	human
17623512	human
17465286	human
21890177	human
498459134	human
145082202	human
2962370063	human
83993450	human
19396431	human
299917756	human
7786612	human
210957036	human
20627332	human
11810892	human
24236120	human
38270283	human
257824868	human
22792780	human
450611187	human
33964620	human
236132475	human
27078238	human
239575120	human
11651202	human
2257140654	human
38868694	human
151192336	human
882224900303409153	human
18638557	human
20456357	human
324570399	human
64826699	human
22021524	human
22059385	human
16006592	human
94141566	human
47318291	human
986390774	human
347419000	human
77926504	human
19453983	human
6892002	human
884982996	human
21419070	human
28713695	human
963047082	human
14346303	human
14232465	human
294756257	human
16550142	human
939622147	human
70740986	human
23033882	human
518568504	human
46260557	human
16659947	human
32545745	human
15950025	human
105275111	human
1731454231	human
191477653	human
36420369	human
51858290	human
43280157	human
932214169335627776	human
15358566	human
436100252	human
12403082	human
515822213	human
386135734	human
14221588	human
89553469	human
60693203	human
43214455	human
67415806	human
30051588	human
17760013	human
117341231	human
196540711	human
299156589	human
707059891	human
2724095695	human
880018682	human
17816420	human
48434251	human
24550000	human
226663569	human
3281098886	human
421163127	human
2592634077	human
289963138	human
193732179	human
171403133	human
14408705	human
24907451	human
28725171	human
2823218440	human
385447668	human
17282363	human
19134601	human
101214835	human
26188018	human
258338711	human
30821400	human
19511752	human
661163	human
161315681	human
36359192	human
16191760	human
2968140424	human
396088571	human
