1111770704	bot
422386111	bot
94059036	bot
419403479	bot
3141909615	bot
409177368	bot
541250809	bot
3254502499	bot
193818184	bot
356103137	bot
2320213315	bot
1488082736	bot
2413783680	bot
592515335	bot
749478439	bot
265204298	bot
3360159539	bot
930034027574300673	bot
2457579899	bot
722112277	bot
2787584690	bot
3315533442	bot
97231610	bot
730577459293249543	bot
806415768820727808	bot
186390196	bot
879638959	bot
116015214	bot
512417759	bot
486759960	bot
1888218800	bot
3385787026	bot
712167976	bot
534295377	bot
259762358	bot
394370625	bot
91576729	bot
1219920756	bot
1061142055	bot
2429502480	bot
775357331362111488	bot
454266508	bot
49689431	bot
2887389403	bot
1035031394	bot
721532653	bot
305578448	bot
938191016	bot
109868897	bot
76037385	bot
552143410	bot
178983612	bot
2863120682	bot
2834825737	bot
962165178954665984	bot
224325924	bot
2858113394	bot
945993295515275265	bot
1609973892	bot
377071798	bot
719084734	bot
3988837829	bot
4440040274	bot
449311382	bot
613699415	bot
1640084886	bot
3304987219	bot
1136744496	bot
1692973218	bot
611700197	bot
916563603993485312	bot
1728942548	bot
2277336176	bot
315436483	bot
370629085	bot
576721696	bot
592526097	bot
3069065209	bot
505830625	bot
308778955	bot
475599574	bot
1177720843	bot
2603387691	bot
298433688	bot
248124680	bot
1494768943	bot
1958538378	bot
1320224713	bot
2247288438	bot
354863088	bot
636598905	bot
2353609461	bot
239860935	bot
2284698000	bot
124437329	bot
1453252220	bot
345571248	bot
68803831	bot
592856940	bot
600872342	bot
996764808	bot
3378748334	bot
2791805369	bot
2766878890	bot
495931629	bot
863047812631613441	bot
2419118371	bot
3009713318	bot
75995830	bot
964542470	bot
1583012904	bot
83490960	bot
1425371419	bot
309111929	bot
334413373	bot
1207310724	bot
452413886	bot
942932778466848768	bot
3383435974	bot
354241547	bot
1707343238	bot
1024759910	bot
1691751565	bot
951855634366033921	bot
152892141	bot
1419699474	bot
1139123371	bot
126645065	bot
314326955	bot
613508734	bot
254291780	bot
40798827	bot
233920383	bot
808413913	bot
2793688868	bot
2161458052	bot
548577813	bot
433238580	bot
206845165	bot
605153172	bot
2228156096	bot
716126905	bot
744932578084282369	bot
255134417	bot
1385545567	bot
2300844547	bot
849188623	bot
923933263	bot
168646256	bot
524685228	bot
2387259270	bot
90687740	bot
2795926550	bot
2438314615	bot
2670999326	bot
266191621	bot
304503043	bot
463668292	bot
481808086	bot
1329443460	bot
782258456	bot
439766441	bot
313191336	bot
700072986	bot
531219551	bot
584731664	bot
2286347958	bot
2233968058	bot
2428934677	bot
221315030	bot
2169560508	bot
2576112944	bot
440971517	bot
2772671486	bot
743318016	bot
2186719490	bot
435032450	bot
337017264	bot
389883541	bot
765431196587139072	bot
297359649	bot
2450938513	bot
1006915044	bot
417236245	bot
813838396690931713	bot
2661078552	bot
3911520314	bot
1010099292	bot
2267065677	bot
91413255	bot
2344813396	bot
194608165	bot
506514873	bot
334365787	bot
783350021357830144	bot
3173501362	bot
207822241	bot
1266792337	bot
401810313	bot
2676531643	bot
707854541241360384	bot
263866717	bot
1169160062	bot
917197290296791041	bot
218985323	bot
250843532	bot
2958596984	bot
880349088	bot
225534962	bot
907737075130056704	bot
2388596356	bot
995295998	bot
392793584	bot
598482538	bot
945653458270527489	bot
2465568996	bot
71602798	bot
489877307	bot
2398502523	bot
211190466	bot
725221474231947265	bot
2828241814	bot
4196887214	bot
3243035039	bot
2480518768	bot
200787815	bot
1577613943	bot
145505623	bot
2200839001	bot
222052099	bot
199375857	bot
850581020	bot
1907921912	bot
2262844987	bot
1349990328	bot
2166256280	bot
2179221553	bot
2194826646	bot
947335707223191552	bot
374943482	bot
3305454508	bot
234862287	bot
2435193378	bot
244004430	bot
3699063017	bot
295722036	bot
2981995782	bot
3275262355	bot
1308005533	bot
269607586	bot
399108253	bot
714136838	bot
430311923	bot
3920833220	bot
501314123	bot
747764589576630272	bot
33991956	bot
289345398	bot
130768265	bot
399577499	bot
164148290	bot
377514158	bot
2703907962	bot
431073064	bot
636319311	bot
574325129	bot
70619012	bot
133415820	bot
918739489	bot
202983708	bot
1925110922	bot
2455299937	bot
551386596	bot
772612207	bot
216098048	bot
1379772463	bot
604319265	bot
1317104809	bot
2553215136	bot
737177085622390784	bot
2273769613	bot
817613326964391936	bot
243999886	bot
4778512513	bot
1371650539	bot
4389605300	bot
1124904768	bot
3164020844	bot
609597011	bot
128693116	bot
164929003	bot
3016445725	bot
2294890206	bot
1529935464	bot
2163355400	bot
844230838913040389	bot
1686031177	bot
187443340	bot
825355613127348226	bot
2772284304	bot
419320330	bot
738181643974778880	bot
1126554194	bot
1922654161	bot
286569572	bot
1521625446	bot
3103188565	bot
1493100487	bot
2265517167	bot
874232168	bot
1867413962	bot
470794262	bot
930107911371743233	bot
724271586	bot
792924172049580034	bot
1074464268	bot
2663366418	bot
563903009	bot
2575905632	bot
1738033550	bot
313888051	bot
707885307	bot
353507483	bot
3912183795	bot
159325729	bot
2281725279	bot
2386978633	bot
2943957347	bot
864260954	bot
760690090410668034	bot
3075770957	bot
2893629168	bot
206131176	bot
630399662	bot
2940074338	bot
2324785540	bot
138992064	bot
955229286	bot
281005111	bot
533409951	bot
2272816849	bot
591144256	bot
2933450375	bot
414242739	bot
369911907	bot
3219329581	bot
290619920	bot
1302789702	bot
499424450	bot
165590348	bot
706461361	bot
378939240	bot
2949413740	bot
355048346	bot
247727767	bot
280168584	bot
1129496796	bot
1051239661	bot
555493419	bot
488692186	bot
2534711716	bot
1382044813	bot
426996984	bot
606629526	bot
3319737096	bot
897905502	bot
2584006813	bot
374979905	bot
1313247720	bot
233448936	bot
547596582	bot
1485683815	bot
2240344764	bot
536835751	bot
1864562438	bot
766150130	bot
2416825224	bot
447178125	bot
601411261	bot
2725237858	bot
1247565679	bot
1669198416	bot
1224365148	bot
391772079	bot
713210251	bot
826079983	bot
826056390	bot
1450765657	bot
735877892912058368	bot
133305020	bot
1303597423	bot
2310396946	bot
1309616534	bot
442296976	bot
510169006	bot
1393833692	bot
317874390	bot
2807583768	bot
1312634167	bot
236776951	bot
783995881	bot
482186933	bot
2936509642	bot
827208457	bot
1306514790	bot
1862618971	bot
2531877877	bot
1919013462	bot
71808094	bot
4830577123	bot
1358932250	bot
1329853153	bot
3593893220	bot
4591094254	bot
